"time","anomaly"
20000905,-4.396,
20000912,-2.59029,
20000919,-0.00657143,
20000926,-0.252286,
20001003,0.807,
20001010,0.0155714,
20001017,-0.260143,
20001024,0.557714,
20001031,0.241714,
20001107,-1.46029,
20001114,-1.31257,
20001121,-1.71186,
20001128,-1.88714,
20001205,-0.767286,
20001212,-1.399,
20001219,-0.538857,
20001226,-2.01989,
20010104,-1.62943,
20010111,-0.671429,
20010118,0.298714,
20010125,0.299,
20010201,-0.682857,
20010208,-0.00514287,
20010215,0.984571,
20010222,-1.25814,
20010301,-0.98,
20010308,-0.706571,
20010315,0.549,
20010322,-1.60671,
20010329,-0.00885714,
20010405,-0.437714,
20010412,0.782571,
20010419,1.04943,
20010426,0.525857,
20010503,1.241,
20010510,-0.310429,
20010517,0.0204286,
20010524,-2.08757,
20010531,0.110857,
20010607,0.964143,
20010614,-0.464429,
20010621,0.363714,
20010628,0.782286,
20010705,0.704429,
20010712,-1.59743,
20010719,-2.99557,
20010726,-0.0547143,
20010802,1.43214,
20010809,1.64429,
20010816,0.981143,
20010823,-0.319714,
20010830,-0.0978571,
20010906,0.605429,
20010913,0.715429,
20010920,1.522,
20010927,2.16643,
20011004,2.99386,
20011011,1.48886,
20011018,0.454571,
20011025,0.339857,
20011101,0.143571,
20011108,1.61586,
20011115,0.717143,
20011122,0.722714,
20011129,1.73786,
20011206,2.55057,
20011213,2.40257,
20011220,1.281,
20011227,-0.5435,
20020104,0.0248571,
20020111,-0.355,
20020118,0.937286,
20020125,1.85629,
20020201,1.67371,
20020208,2.25214,
20020215,0.912286,
20020222,1.05643,
20020301,-0.541857,
20020308,-1.06829,
20020315,-2.523,
20020322,-2.51614,
20020329,-1.29914,
20020405,0.290571,
20020412,0.804286,
20020419,-0.281429,
20020426,0.072,
20020503,-1.71471,
20020510,-3.09571,
20020517,-1.86371,
20020524,-3.29114,
20020531,-3.06286,
20020607,-2.24886,
20020614,-2.33071,
20020621,0.412,
20020628,0.631857,
20020705,-0.944714,
20020712,-2.17757,
20020719,-0.031,
20020726,0.145143,
20020802,1.25,
20020809,-0.367429,
20020816,-0.098,
20020823,-0.680857,
20020830,-0.0437143,
20020906,-0.762143,
20020913,-0.646714,
20020920,-0.890143,
20020927,-1.41529,
20021004,-1.97329,
20021011,-2.40186,
20021018,-2.87829,
20021025,-2.52357,
20021101,-2.91943,
20021108,-1.67814,
20021115,-1.67443,
20021122,0.419,
20021129,1.476,
20021206,1.817,
20021213,1.53057,
20021220,1.01871,
20021227,0.506,
20030104,-0.0535714,
20030111,-0.742,
20030118,-1.99771,
20030125,-1.41157,
20030201,0.194429,
20030208,0.327143,
20030215,-0.962143,
20030222,-0.573714,
20030301,-1.36843,
20030308,-0.489714,
20030315,-1.128,
20030322,1.22014,
20030329,0.599429,
20030405,0.377571,
20030412,-0.198286,
20030419,0.962286,
20030426,-0.376857,
20030503,-0.208,
20030510,0.698143,
20030517,1.86486,
20030524,-0.204571,
20030531,-1.06957,
20030607,-0.631571,
20030614,-0.91,
20030621,-0.894429,
20030628,-0.229714,
20030705,-1.27714,
20030712,0.765429,
20030719,1.74357,
20030726,1.76343,
20030802,1.33886,
20030809,1.44857,
20030816,0.145143,
20030823,-0.0228571,
20030830,0.0874286,
20030906,-0.145571,
20030913,-0.0667143,
20030920,-0.147571,
20030927,-1.02543,
20031004,-1.80143,
20031011,0.315429,
20031018,1.52071,
20031025,0.401143,
20031101,-0.862286,
20031108,-1.00457,
20031115,-0.517,
20031122,0.054,
20031129,-1.53586,
20031206,-0.620143,
20031213,-2.50086,
20031220,-1.29771,
20031227,-0.77,
20040104,0.692571,
20040111,1.09571,
20040118,1.07871,
20040125,0.681143,
20040201,-0.459429,
20040208,-0.476571,
20040215,-1.24257,
20040222,-1.98114,
20040229,-0.765857,
20040307,1.96871,
20040314,1.69914,
20040321,-1.03157,
20040328,-0.722857,
20040404,0.613857,
20040411,0.0254286,
20040418,-0.765143,
20040425,0.700571,
20040502,0.792571,
20040509,0.528286,
20040516,-0.823714,
20040523,0.767857,
20040530,1.31486,
20040606,1.534,
20040613,0.733714,
20040620,0.358857,
20040627,1.713,
20040704,0.0562857,
20040711,0.152857,
20040718,2.82129,
20040725,2.59371,
20040801,1.30843,
20040808,-0.165857,
20040815,-0.118286,
20040822,-0.747571,
20040829,0.138571,
20040905,0.417286,
20040912,2.61743,
20040919,-0.994,
20040926,-0.997143,
20041003,-0.501,
20041010,-0.811,
20041017,0.400286,
